1
58183.535196759 11.6475
58183.535393519 11.6438
58183.535625    11.67
58183.535833333 11.6576
58183.536053241 11.6643
58183.536261574 11.6661
58183.536458333 11.6417
58183.536678241 11.6462
58183.536886574 11.6552
58183.537083333 11.6966
58183.537303241 11.7
58183.5375      11.6928
58183.537708333 11.6917
58183.537928241 11.6952
58183.538136574 11.6938
58183.538368056 11.7181
58183.538599537 11.7287
58183.53880787  11.7507
58183.539039352 11.7515
58183.539270833 11.7621
58183.539479167 11.7505
58183.539710648 11.768
58183.53994213  11.7595
58183.540150463 11.797
58183.540381944 11.7805
58183.540613426 11.8058
58183.540821759 11.8336
58183.541053241 11.8505
58183.54125     11.8471
58183.541446759 11.8448
58183.541643519 11.875
58183.541863426 11.9045
58183.542060185 11.884
58183.542268519 11.941
58183.542488426 11.9322
58183.542685185 11.9254
58183.542893519 11.929
58183.543113426 11.9519
58183.543321759 11.9874
58183.543553241 11.9839
58183.543784722 11.9701
58183.544178241 11.984
58183.544409722 11.9995
58183.544606481 12.0054
58183.544803241 11.9849
58183.545       12.0155
58183.545231481 11.9968
58183.545439815 11.9758
58183.545659722 11.9783
58183.545856481 12.0359
58183.546053241 11.9894
58183.546284722 12.0416
58183.546493056 12.0314
58183.546689815 12.0019
58183.546909722 12.0324
58183.547118056 11.9962
58183.547314815 12.0098
58183.547534722 12.0036
58183.547743056 12.0347
58183.547974537 12.0514
58183.548171296 12.0532
58183.548402778 12.0152
58183.548611111 12.0246
58183.548831019 12.0423
58183.549039352 12.0453
58183.549270833 11.996
58183.549502315 11.9881
58183.549710648 12.0083
58183.54994213  12.0052
58183.550173611 12.0437
58183.550381944 11.9951
58183.550613426 11.9746
58183.550844907 11.9824
58183.551053241 11.9557
58183.551284722 11.9552
58183.551516204 11.9342
58183.551724537 11.9155
58183.551956019 11.9002
58183.552164352 11.8946
58183.552384259 11.8793
58183.552581019 11.8766
58183.552789352 11.8553
58183.553009259 11.8436
58183.553217593 11.8279
58183.5534375   11.8213
58183.553645833 11.8158
58183.553842593 11.7918
58183.5540625   11.7837
58183.554259259 11.7312
58183.554456019 11.7516
58183.5546875   11.6901
58183.554895833 11.7411
58183.555092593 11.6705
58183.5553125   11.6572
58183.555520833 11.6606
58183.555717593 11.6468
58183.5559375   11.6817
58183.556134259 11.6318
58183.556331019 11.6625
58183.5565625   11.6007
58183.556770833 11.5869
58183.557002315 11.5854
58183.557199074 11.5958
58183.557430556 11.5337
58183.557638889 11.5496
58183.557858796 11.558
58183.558055556 11.5282
58183.558252315 11.5206
58183.558449074 11.5369
58183.558680556 11.5365
58183.558877315 11.5049
58183.559108796 11.4977
58183.55931713  11.5311
58183.559548611 11.5233
58183.55974537  11.4856
58183.559976852 11.5044
58183.560185185 11.5017
58183.560405093 11.5043
58183.560613426 11.481
58183.560844907 11.4892
58183.561076389 11.4786
58183.561284722 11.5049
58183.561516204 11.4787
58183.561747685 11.5029
58183.561956019 11.4826
58183.5621875   11.4957
58183.562418981 11.5026
58183.562627315 11.4905
58183.562858796 11.5116
58183.563090278 11.4851
58183.563298611 11.5004
58183.56349537  11.5049
58183.563715278 11.5121
58183.563923611 11.5356
58183.56412037  11.521
58183.564340278 11.5197
58183.564537037 11.4927
58183.564733796 11.5156
58183.564965278 11.5518
58183.565173611 11.5432
58183.565405093 11.5518
58183.565636574 11.5701
58183.565844907 11.5477
58183.566076389 11.5745
58183.56630787  11.5648
58183.566516204 11.5976
58183.566747685 11.6305
58183.566979167 11.6674
58183.5671875   11.6092
58183.567418981 11.6152
58183.567627315 11.6444
58183.567847222 11.6732
58183.568055556 11.6893
58183.568275463 11.6893
58183.568483796 11.7248
58183.568715278 11.6944
58183.568923611 11.7286
58183.569143519 11.7079
58183.569351852 11.7743
58183.569571759 11.7711
58183.569780093 11.7661
58183.570011574 11.774
58183.570219907 11.7807
58183.570439815 11.8306
58183.570648148 11.9007
58183.570868056 11.8468
58183.571076389 11.8508
58183.57130787  11.8806
58183.571516204 11.8581
58183.571736111 11.8802
58183.571944444 11.9101
58183.572164352 11.8891
58183.572372685 11.8984
58183.572604167 11.8677
58183.572835648 11.9086
58183.573043981 11.9014
58183.573275463 11.9122
58183.573483796 11.8923
58183.573703704 11.9009
58183.573912037 11.9029
58183.574131944 11.9188
58183.574340278 11.8815
58183.574571759 11.9115
58183.574780093 11.9315
58183.575       11.9228
58183.575208333 11.9146
58183.575428241 11.8984
58183.575636574 11.9088
58183.575868056 11.8711
58183.576076389 11.8746
58183.576296296 11.902
58183.57650463  11.8982
58183.576724537 11.8742
58183.57693287  11.8843
58183.577164352 11.8952
58183.577395833 11.8846
58183.577604167 11.8935
58183.577835648 11.8275
58183.578043981 11.8512
58183.578263889 11.8867
58183.578472222 11.8656
58183.57869213  11.86
58183.578900463 11.8577
58183.579131944 11.8728
58183.579340278 11.8452
58183.579560185 11.897
58183.579768519 11.8447
58183.579988426 11.8472
58183.580196759 11.8471
58183.580428241 11.8431
58183.580659722 11.8391
58183.580868056 11.8288
58183.581099537 11.8286
58183.58130787  11.7875
58183.581527778 11.8308
58183.581736111 11.8076
58183.581956019 11.8219
58183.582164352 11.7648
58183.582395833 11.7865
58183.582604167 11.7721
58183.582824074 11.7714
58183.583032407 11.7574
58183.583252315 11.7843
58183.583460648 11.7751
58183.58369213  11.76
58183.583923611 11.7544
58183.584131944 11.74
58183.584363426 11.7294
58183.584571759 11.8139
58183.584791667 11.8394
58183.585       11.7572
58183.585219907 11.7275
58183.585428241 11.7696
58183.585659722 11.7709
58183.585891204 11.7472
58183.586099537 11.759
58183.586331019 11.7301
58183.586539352 11.7302
58183.586759259 11.7157
58183.586967593 11.7465
58183.5871875   11.7598
58183.587395833 11.7213
58183.587627315 11.7314
58183.587835648 11.691
58183.588055556 11.6913
58183.588263889 11.694
58183.588483796 11.6798
58183.58869213  11.6687
58183.588923611 11.6837
58183.589155093 11.6822
58183.589363426 11.6884
58183.589594907 11.6516
58183.589803241 11.726
58183.590023148 11.6777
58183.590231481 11.6702
58183.590451389 11.6803
58183.590659722 11.7033
58183.590891204 11.6825
58183.591122685 11.6356
58183.591331019 11.6918
58183.5915625   11.7018
58183.591770833 11.6833
58183.591990741 11.6934
58183.592199074 11.691
58183.592418981 11.7258
58183.592627315 11.7031
58183.592858796 11.7233
58183.593090278 11.7108
58183.593298611 11.6797
58183.593530093 11.7205
58183.593738426 11.7328
58183.593958333 11.7409
58183.594166667 11.7457
58183.594386574 11.7558
58183.594594907 11.7492
58183.594826389 11.7382
58183.59505787  11.7571
58183.595266204 11.7728
58183.595497685 11.762
58183.595706019 11.7571
58183.595925926 11.7776
58183.596134259 11.7529
58183.596354167 11.8172
58183.5965625   11.8112
58183.596759259 11.8102
58183.596979167 11.7346
58183.5971875   11.8205
58183.597418981 11.8319
58183.597650463 11.78
58183.597847222 11.8556
58183.598055556 11.8801
58183.598275463 11.7878
58183.598483796 11.9014
58183.598715278 11.9289
58183.598946759 11.9143
58183.599155093 11.9015
58183.599386574 11.9229
58183.599618056 11.9499
58183.599826389 11.9202
58183.60005787  11.955
58183.600289352 11.9681
58183.600497685 11.9658
58183.600694444 12.0092
58183.600914352 11.9874
58183.601122685 11.9896
