1
490 1
58183.495335648 11.9622
58183.49556713  11.9727
58183.495775463 11.9391
58183.495972222 11.9099
58183.49619213  11.9192
58183.496400463 11.9168
58183.496631944 11.8661
58183.496863426 11.8641
58183.497071759 11.8574
58183.497303241 11.817
58183.497534722 11.8129
58183.497743056 11.7981
58183.497974537 11.794
58183.498171296 11.7815
58183.498402778 11.7478
58183.498599537 11.7285
58183.498831019 11.7303
58183.499039352 11.735
58183.499270833 11.7474
58183.499467593 11.7272
58183.499699074 11.7041
58183.499907407 11.6968
58183.500127315 11.6902
58183.500335648 11.6614
58183.50056713  11.6607
58183.500798611 11.683
58183.501006944 11.6304
58183.501238426 11.6351
58183.501446759 11.6337
58183.501666667 11.6264
58183.501875    11.603
58183.502094907 11.6011
58183.502303241 11.6291
58183.5025      11.6211
58183.502719907 11.6097
58183.502916667 11.6326
58183.503113426 11.6168
58183.503344907 11.6118
58183.503553241 11.5934
58183.503784722 11.5994
58183.504016204 11.6078
58183.504224537 11.6115
58183.504421296 11.5735
58183.504641204 11.576
58183.504849537 11.572
58183.505081019 11.5212
58183.505289352 11.5205
58183.505509259 11.5669
58183.505717593 11.5654
58183.5059375   11.5466
58183.506145833 11.5585
58183.506377315 11.5675
58183.506585648 11.5848
58183.506805556 11.5698
58183.507013889 11.5868
58183.507210648 11.5632
58183.507430556 11.5742
58183.507638889 11.5784
58183.507858796 11.5889
58183.50806713  11.6055
58183.508298611 11.6077
58183.508506944 11.6207
58183.508726852 11.6395
58183.508935185 11.6534
58183.509155093 11.6732
58183.509363426 11.6756
58183.509560185 11.6627
58183.509780093 11.6545
58183.509988426 11.6666
58183.510219907 11.7309
58183.510428241 11.7342
58183.510648148 11.7517
58183.510856481 11.7341
58183.511076389 11.7304
58183.511284722 11.7421
58183.511516204 11.7517
58183.511724537 11.7846
58183.511944444 11.8024
58183.512141204 11.7846
58183.512349537 11.8122
58183.512569444 11.8444
58183.512777778 11.8408
58183.512997685 11.8783
58183.513206019 11.8688
58183.513402778 11.8749
58183.513622685 11.9122
58183.513819444 11.9222
58183.514027778 11.9376
58183.514247685 11.908
58183.514456019 11.9189
58183.5146875   11.9473
58183.514895833 11.9176
58183.515115741 11.955
58183.515324074 11.8976
58183.515543981 11.9394
58183.515752315 11.9192
58183.515983796 11.9185
58183.51619213  11.8944
58183.516412037 11.9063
58183.51662037  11.9078
58183.516840278 11.9049
58183.517048611 11.8911
58183.517280093 11.8945
58183.517488426 11.8805
58183.517708333 11.9099
58183.517916667 11.8922
58183.518148148 11.9017
58183.51837963  11.8978
58183.518587963 11.8913
58183.518784722 11.896
58183.51900463  11.9258
58183.519212963 11.8751
58183.519444444 11.9276
58183.519641204 11.898
58183.519872685 11.8814
58183.520081019 11.8956
58183.520300926 11.8711
58183.520509259 11.8321
58183.520740741 11.8866
58183.5209375   11.8292
58183.521134259 11.8123
58183.521365741 11.8624
58183.521597222 11.8468
58183.521805556 11.8763
58183.522037037 11.8545
58183.522233796 11.8078
58183.522465278 11.8082
58183.522673611 11.8001
58183.522893519 11.7892
58183.523101852 11.7709
58183.523333333 11.7799
58183.523564815 11.7593
58183.523773148 11.8187
58183.523969907 11.8004
58183.524189815 11.7613
58183.524398148 11.7664
58183.52462963  11.7437
58183.524861111 11.7443
58183.525069444 11.7099
58183.525300926 11.7276
58183.525509259 11.7248
58183.525729167 11.7405
58183.5259375   11.7195
58183.526157407 11.7127
58183.526365741 11.7415
58183.5265625   11.7133
58183.526782407 11.7277
58183.526990741 11.6772
58183.527222222 11.7107
58183.527430556 11.6757
58183.527650463 11.68
58183.527858796 11.6715
58183.528078704 11.6555
58183.528287037 11.6926
58183.528518519 11.6595
58183.528726852 11.6399
58183.528946759 11.6611
58183.529155093 11.6235
58183.529375    11.6184
58183.529583333 11.6502
58183.529814815 11.6539
58183.530023148 11.6263
58183.530243056 11.6318
58183.530451389 11.6465
58183.53068287  11.6389
58183.530914352 11.6322
58183.531122685 11.6644
58183.531354167 11.6415
58183.531585648 11.602
58183.531793981 11.6478
58183.532025463 11.6361
58183.532256944 11.6428
58183.532465278 11.6414
58183.532662037 11.654
58183.532881944 11.6452
58183.533090278 11.6324
58183.533287037 11.6533
58183.533506944 11.6307
58183.533715278 11.6714
58183.533946759 11.6557
58183.534143519 11.6611
58183.534340278 11.6605
58183.534537037 11.6734
58183.534756944 11.6451
58183.534965278 11.6367
